# Licence: Creative Commons Attribution 4.0 International (CC BY 4.0) - https://creativecommons.org/licenses/by/4.0/
# Attribution: Šaltinis: Baldininkai.org viešų šaltinių Lietuvos baldų gamintojų kandidatų katalogas, https://www.baldininkai.org/atviri-duomenys/, versija 2026-08-07
# Generated: 2026-08-07
# Version: 2026-08-07
# Source: Baldininkai.org - https://www.baldininkai.org - open data: https://www.baldininkai.org/atviri-duomenys/
# Records: 1420
# Official source: Juridinių asmenų registro (Registrų centro) finansinių ataskaitų duomenys Lietuvos atvirų duomenų portale - https://data.gov.lt/datasets/1484/ - API model: datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita
# Financial periods: 4652
"slug","profile_url","trading_name","legal_name","company_code","fiscal_period_start","fiscal_period_end","filing_registration_date","revenue_eur","profit_before_tax_eur","financial_source_url","financial_api_model_path","jar_entity_id","revenue_api_record_id","revenue_line_name","revenue_evidence_registration_date","profit_before_tax_api_record_id","profit_before_tax_line_name","profit_before_tax_evidence_registration_date","standard_names","template_names"
"mb-interi-302924212","https://www.baldininkai.org/gamintojas/mb-interi-302924212/","MB ""Interi""","MB ""Interi""","302924212","2024-01-01","2024-12-31","2025-06-10","197843","","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","e4d2c9fa-da20-42ab-939e-bc2aefd52671","c6ae775e-9adf-4bc7-9fc6-c0cdeabb3002","PARDAVIMO PAJAMOS","2025-06-10","","","","PELNO (NUOSTOLIŲ) ATASKAITA (Neribotos civilinės atsakomybės juridinių asmenų ir mažųjų bendrijų)","Mažųjų bendrijų finansinių ataskaitų rinkinys"
"mb-interi-302924212","https://www.baldininkai.org/gamintojas/mb-interi-302924212/","MB ""Interi""","MB ""Interi""","302924212","2023-01-01","2023-12-31","2024-04-11","215274","","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","e4d2c9fa-da20-42ab-939e-bc2aefd52671","feaaa707-260c-4a3c-8af4-5616acd8672c","PARDAVIMO PAJAMOS","2024-04-11","","","","PELNO (NUOSTOLIŲ) ATASKAITA (Neribotos civilinės atsakomybės juridinių asmenų ir mažųjų bendrijų)","Mažųjų bendrijų finansinių ataskaitų rinkinys"
"mb-interi-302924212","https://www.baldininkai.org/gamintojas/mb-interi-302924212/","MB ""Interi""","MB ""Interi""","302924212","2022-01-01","2022-12-31","2023-05-11","228224","","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","e4d2c9fa-da20-42ab-939e-bc2aefd52671","eabd98bc-d8dc-4a8c-8fb5-8c8b959a089c","PARDAVIMO PAJAMOS","2023-05-11","","","","PELNO (NUOSTOLIŲ) ATASKAITA (Neribotos civilinės atsakomybės juridinių asmenų ir mažųjų bendrijų)","Mažųjų bendrijų finansinių ataskaitų rinkinys"
"mb-interi-302924212","https://www.baldininkai.org/gamintojas/mb-interi-302924212/","MB ""Interi""","MB ""Interi""","302924212","2021-01-01","2021-12-31","2022-05-06","161429","","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","e4d2c9fa-da20-42ab-939e-bc2aefd52671","d1c9d5e3-257e-4206-a62c-0613b16c6660","PARDAVIMO PAJAMOS","2022-05-06","","","","PELNO (NUOSTOLIŲ) ATASKAITA (Neribotos civilinės atsakomybės juridinių asmenų ir mažųjų bendrijų)","Mažųjų bendrijų finansinių ataskaitų rinkinys"
"mb-intro-baldai-305665487","https://www.baldininkai.org/gamintojas/mb-intro-baldai-305665487/","MB ""Intro baldai""","MB ""Intro baldai""","305665487","2025-01-01","2025-12-31","2026-02-19","41771","","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","744d4bd8-9ded-453e-937f-f4b31d95fd60","607d3b55-6c7d-4b35-91b3-ec662a79248a","PARDAVIMO PAJAMOS","2026-02-19","","","","PELNO (NUOSTOLIŲ) ATASKAITA (Trumpa)","Labai mažų įmonių, taikančių išimtis, finansinių ataskaitų rinkinys"
"mb-intro-baldai-305665487","https://www.baldininkai.org/gamintojas/mb-intro-baldai-305665487/","MB ""Intro baldai""","MB ""Intro baldai""","305665487","2024-01-01","2024-12-31","2025-03-28","44907","","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","744d4bd8-9ded-453e-937f-f4b31d95fd60","4af35f99-216c-4148-bef0-3231bec10285","PARDAVIMO PAJAMOS","2025-03-28","","","","PELNO (NUOSTOLIŲ) ATASKAITA (Trumpa)","Labai mažų įmonių, taikančių išimtis, finansinių ataskaitų rinkinys"
"mb-intro-baldai-305665487","https://www.baldininkai.org/gamintojas/mb-intro-baldai-305665487/","MB ""Intro baldai""","MB ""Intro baldai""","305665487","2023-01-01","2023-12-31","2024-03-29","44917","","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","744d4bd8-9ded-453e-937f-f4b31d95fd60","a8280107-c9b7-444b-8818-90fc59b28357","PARDAVIMO PAJAMOS","2024-03-29","","","","PELNO (NUOSTOLIŲ) ATASKAITA (Trumpa)","Labai mažų įmonių, taikančių išimtis, finansinių ataskaitų rinkinys"
"mb-intro-baldai-305665487","https://www.baldininkai.org/gamintojas/mb-intro-baldai-305665487/","MB ""Intro baldai""","MB ""Intro baldai""","305665487","2022-01-01","2022-12-31","2023-03-24","44408","","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","744d4bd8-9ded-453e-937f-f4b31d95fd60","687fdd0f-deff-4855-99e1-dd7bc7396fe1","PARDAVIMO PAJAMOS","2023-03-24","","","","PELNO (NUOSTOLIŲ) ATASKAITA (Trumpa)","Labai mažų įmonių, taikančių išimtis, finansinių ataskaitų rinkinys"
"mb-joinery-305677468","https://www.baldininkai.org/gamintojas/mb-joinery-305677468/","MB Joinery","MB Joinery","305677468","2024-01-01","2024-12-31","2025-05-31","63035","","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","64ebb274-a9db-421b-a2db-c3525e0bb8d7","f88a01f9-3f72-4eaa-9f47-6fc96ade5c69","PARDAVIMO PAJAMOS","2025-05-31","","","","PELNO (NUOSTOLIŲ) ATASKAITA (Neribotos civilinės atsakomybės juridinių asmenų ir mažųjų bendrijų)","Mažųjų bendrijų finansinių ataskaitų rinkinys"
"mb-joinery-305677468","https://www.baldininkai.org/gamintojas/mb-joinery-305677468/","MB Joinery","MB Joinery","305677468","2023-01-01","2023-12-31","2024-03-29","154750","","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","64ebb274-a9db-421b-a2db-c3525e0bb8d7","c48447f6-4e48-490d-9bb2-49a91cdbc281","PARDAVIMO PAJAMOS","2024-03-29","","","","PELNO (NUOSTOLIŲ) ATASKAITA (Neribotos civilinės atsakomybės juridinių asmenų ir mažųjų bendrijų)","Mažųjų bendrijų finansinių ataskaitų rinkinys"
"mb-joinery-305677468","https://www.baldininkai.org/gamintojas/mb-joinery-305677468/","MB Joinery","MB Joinery","305677468","2022-01-01","2022-12-31","2023-05-21","63585","","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","64ebb274-a9db-421b-a2db-c3525e0bb8d7","f9453ae2-ea35-4111-9ffc-fb7437813bd7","PARDAVIMO PAJAMOS","2023-05-21","","","","PELNO (NUOSTOLIŲ) ATASKAITA (Neribotos civilinės atsakomybės juridinių asmenų ir mažųjų bendrijų)","Mažųjų bendrijų finansinių ataskaitų rinkinys"
"mb-joinery-305677468","https://www.baldininkai.org/gamintojas/mb-joinery-305677468/","MB Joinery","MB Joinery","305677468","2021-01-06","2021-12-31","2022-03-31","109816","","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","64ebb274-a9db-421b-a2db-c3525e0bb8d7","e82a3d4f-8914-4633-b01b-f412118f84c1","PARDAVIMO PAJAMOS","2022-03-31","","","","PELNO (NUOSTOLIŲ) ATASKAITA (Neribotos civilinės atsakomybės juridinių asmenų ir mažųjų bendrijų)","Mažųjų bendrijų finansinių ataskaitų rinkinys"
"mb-jorudas-305464826","https://www.baldininkai.org/gamintojas/mb-jorudas-305464826/","MB Jorudas","MB Jorudas","305464826","2024-01-01","2024-12-31","2025-06-08","127765","","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","59f102f6-8bfe-49cc-a664-5d43f7eee4f9","ddd0844b-aeee-4dc1-ab3d-e5fc3f7b2eae","PARDAVIMO PAJAMOS","2025-06-08","","","","PELNO (NUOSTOLIŲ) ATASKAITA (Neribotos civilinės atsakomybės juridinių asmenų ir mažųjų bendrijų)","Mažųjų bendrijų finansinių ataskaitų rinkinys"
"mb-jorudas-305464826","https://www.baldininkai.org/gamintojas/mb-jorudas-305464826/","MB Jorudas","MB Jorudas","305464826","2023-01-01","2023-12-31","2024-06-15","166049","","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","59f102f6-8bfe-49cc-a664-5d43f7eee4f9","ac74f20d-43ac-403f-9ae2-eae0149dbe50","PARDAVIMO PAJAMOS","2024-06-15","","","","PELNO (NUOSTOLIŲ) ATASKAITA (Neribotos civilinės atsakomybės juridinių asmenų ir mažųjų bendrijų)","Mažųjų bendrijų finansinių ataskaitų rinkinys"
"mb-jorudas-305464826","https://www.baldininkai.org/gamintojas/mb-jorudas-305464826/","MB Jorudas","MB Jorudas","305464826","2022-01-01","2022-12-31","2023-06-15","149036","","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","59f102f6-8bfe-49cc-a664-5d43f7eee4f9","ed12a3fb-b104-46f8-85bf-68f7822941af","PARDAVIMO PAJAMOS","2023-06-15","","","","PELNO (NUOSTOLIŲ) ATASKAITA (Neribotos civilinės atsakomybės juridinių asmenų ir mažųjų bendrijų)","Mažųjų bendrijų finansinių ataskaitų rinkinys"
"mb-jorudas-305464826","https://www.baldininkai.org/gamintojas/mb-jorudas-305464826/","MB Jorudas","MB Jorudas","305464826","2021-01-01","2021-12-31","2022-06-19","151644","","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","59f102f6-8bfe-49cc-a664-5d43f7eee4f9","be30c264-5375-46f5-bd71-c189cf8ef6c9","PARDAVIMO PAJAMOS","2022-06-19","","","","PELNO (NUOSTOLIŲ) ATASKAITA (Neribotos civilinės atsakomybės juridinių asmenų ir mažųjų bendrijų)","Mažųjų bendrijų finansinių ataskaitų rinkinys"
"mb-jovaro-baldu-studija-304914003","https://www.baldininkai.org/gamintojas/mb-jovaro-baldu-studija-304914003/","MB ""Jovaro baldų"" studija","MB ""Jovaro baldų"" studija","304914003","2024-01-01","2024-12-31","2025-05-21","42485","","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","4f6a0f8d-50ec-48f5-86d9-c9080b5e2a45","a45fef23-f810-4bcf-b888-d2e8d7e07670","PARDAVIMO PAJAMOS","2025-05-21","","","","PELNO (NUOSTOLIŲ) ATASKAITA (Neribotos civilinės atsakomybės juridinių asmenų ir mažųjų bendrijų)","Mažųjų bendrijų finansinių ataskaitų rinkinys"
"mb-jovaro-baldu-studija-304914003","https://www.baldininkai.org/gamintojas/mb-jovaro-baldu-studija-304914003/","MB ""Jovaro baldų"" studija","MB ""Jovaro baldų"" studija","304914003","2023-01-01","2023-12-31","2024-05-22","31656","","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","4f6a0f8d-50ec-48f5-86d9-c9080b5e2a45","d5163600-ec60-4e21-8ce4-f4d46aa402ee","PARDAVIMO PAJAMOS","2024-05-22","","","","PELNO (NUOSTOLIŲ) ATASKAITA (Neribotos civilinės atsakomybės juridinių asmenų ir mažųjų bendrijų)","Mažųjų bendrijų finansinių ataskaitų rinkinys"
"mb-jovaro-baldu-studija-304914003","https://www.baldininkai.org/gamintojas/mb-jovaro-baldu-studija-304914003/","MB ""Jovaro baldų"" studija","MB ""Jovaro baldų"" studija","304914003","2022-01-01","2022-12-31","2023-07-21","36836","","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","4f6a0f8d-50ec-48f5-86d9-c9080b5e2a45","a624ffa9-65c6-4ab0-92c6-4359d25a180f","PARDAVIMO PAJAMOS","2023-07-21","","","","PELNO (NUOSTOLIŲ) ATASKAITA (Neribotos civilinės atsakomybės juridinių asmenų ir mažųjų bendrijų)","Mažųjų bendrijų finansinių ataskaitų rinkinys"
"mb-jovaro-baldu-studija-304914003","https://www.baldininkai.org/gamintojas/mb-jovaro-baldu-studija-304914003/","MB ""Jovaro baldų"" studija","MB ""Jovaro baldų"" studija","304914003","2021-01-01","2021-12-31","2022-07-05","24366","","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","4f6a0f8d-50ec-48f5-86d9-c9080b5e2a45","b7a5cc62-c2e6-43f9-9965-4160335f1109","PARDAVIMO PAJAMOS","2022-07-05","","","","PELNO (NUOSTOLIŲ) ATASKAITA (Neribotos civilinės atsakomybės juridinių asmenų ir mažųjų bendrijų)","Mažųjų bendrijų finansinių ataskaitų rinkinys"
"mb-jumipro-305566432","https://www.baldininkai.org/gamintojas/mb-jumipro-305566432/","MB ""Jumipro""","MB ""Jumipro""","305566432","2024-01-01","2024-12-31","2025-04-01","3700","","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","c0b5368c-bf57-4094-8db5-6a1db13f13e6","e7925fd5-873e-42e4-ba8c-0298b705e6cb","PARDAVIMO PAJAMOS","2025-04-01","","","","PELNO (NUOSTOLIŲ) ATASKAITA (Neribotos civilinės atsakomybės juridinių asmenų ir mažųjų bendrijų)","Mažųjų bendrijų finansinių ataskaitų rinkinys"
"mb-jumipro-305566432","https://www.baldininkai.org/gamintojas/mb-jumipro-305566432/","MB ""Jumipro""","MB ""Jumipro""","305566432","2023-01-01","2023-12-31","2024-02-25","2385","","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","c0b5368c-bf57-4094-8db5-6a1db13f13e6","92a6b8b1-a223-494a-9636-b472721df809","PARDAVIMO PAJAMOS","2024-02-25","","","","PELNO (NUOSTOLIŲ) ATASKAITA (Neribotos civilinės atsakomybės juridinių asmenų ir mažųjų bendrijų)","Mažųjų bendrijų finansinių ataskaitų rinkinys"
"mb-jumipro-305566432","https://www.baldininkai.org/gamintojas/mb-jumipro-305566432/","MB ""Jumipro""","MB ""Jumipro""","305566432","2022-01-01","2022-12-31","2023-02-11","2410","","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","c0b5368c-bf57-4094-8db5-6a1db13f13e6","79390c59-db84-42ea-99df-72b4b518cfab","PARDAVIMO PAJAMOS","2023-02-11","","","","PELNO (NUOSTOLIŲ) ATASKAITA (Neribotos civilinės atsakomybės juridinių asmenų ir mažųjų bendrijų)","Mažųjų bendrijų finansinių ataskaitų rinkinys"
"mb-jumipro-305566432","https://www.baldininkai.org/gamintojas/mb-jumipro-305566432/","MB ""Jumipro""","MB ""Jumipro""","305566432","2021-01-01","2021-12-31","2022-02-10","5400","","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","c0b5368c-bf57-4094-8db5-6a1db13f13e6","987156c2-3589-4730-8275-3ce61f2fefdc","PARDAVIMO PAJAMOS","2022-02-10","","","","PELNO (NUOSTOLIŲ) ATASKAITA (Neribotos civilinės atsakomybės juridinių asmenų ir mažųjų bendrijų)","Mažųjų bendrijų finansinių ataskaitų rinkinys"
"mb-juodaicio-baldai-305946801","https://www.baldininkai.org/gamintojas/mb-juodaicio-baldai-305946801/","MB ""Juodaičio baldai""","MB ""Juodaičio baldai""","305946801","2024-01-01","2024-12-31","2025-05-30","92585","13543","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","cdf5380c-7f1b-41dd-84c2-191f3902ff06","92f768b6-0c71-42bd-adcc-ea71528b18a4","PARDAVIMO PAJAMOS","2025-05-30","f72200f8-5181-478a-8ccf-0111f47446dc","PELNAS (NUOSTOLIAI) PRIEŠ APMOKESTINIMĄ","2025-05-30","PELNO (NUOSTOLIŲ) ATASKAITA","Mažųjų bendrijų finansinių ataskaitų rinkinys"
"mb-juodaicio-baldai-305946801","https://www.baldininkai.org/gamintojas/mb-juodaicio-baldai-305946801/","MB ""Juodaičio baldai""","MB ""Juodaičio baldai""","305946801","2023-01-01","2023-12-31","2024-06-03","87518","","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","cdf5380c-7f1b-41dd-84c2-191f3902ff06","83002417-6bed-4f40-8609-bb919e4b787c","PARDAVIMO PAJAMOS","2024-06-03","","","","PELNO (NUOSTOLIŲ) ATASKAITA (Neribotos civilinės atsakomybės juridinių asmenų ir mažųjų bendrijų)","Mažųjų bendrijų finansinių ataskaitų rinkinys"
"mb-juodaicio-baldai-305946801","https://www.baldininkai.org/gamintojas/mb-juodaicio-baldai-305946801/","MB ""Juodaičio baldai""","MB ""Juodaičio baldai""","305946801","2022-01-01","2022-12-31","2023-05-31","30861","","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","cdf5380c-7f1b-41dd-84c2-191f3902ff06","af7bfbad-a9b4-4912-94f1-8c71ba39762b","PARDAVIMO PAJAMOS","2023-05-31","","","","PELNO (NUOSTOLIŲ) ATASKAITA (Neribotos civilinės atsakomybės juridinių asmenų ir mažųjų bendrijų)","Mažųjų bendrijų finansinių ataskaitų rinkinys"
"mb-juodas-vilkas-304453353","https://www.baldininkai.org/gamintojas/mb-juodas-vilkas-304453353/","MB ""Juodas vilkas""","MB ""Juodas vilkas""","304453353","2024-01-01","2024-12-31","2026-01-09","86847","39862","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","71ab5ad3-ef25-442f-902e-c140ad0f2f5b","dc4f2bcb-8675-4c1b-9cf3-dae29ea3edf4","PARDAVIMO PAJAMOS","2026-01-09","55abf4f1-8a5e-4b6d-8f20-5b181ba69562","PELNAS (NUOSTOLIAI) PRIEŠ APMOKESTINIMĄ","2026-01-09","PELNO (NUOSTOLIŲ) ATASKAITA","Mažųjų bendrijų finansinių ataskaitų rinkinys"
"mb-juodas-vilkas-304453353","https://www.baldininkai.org/gamintojas/mb-juodas-vilkas-304453353/","MB ""Juodas vilkas""","MB ""Juodas vilkas""","304453353","2023-01-01","2023-12-31","2025-11-14","98984","-76794","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","71ab5ad3-ef25-442f-902e-c140ad0f2f5b","f3de2a75-1381-4d4f-99e5-c9e033574c1b","PARDAVIMO PAJAMOS","2025-11-14","715a0e89-9f5f-4daa-9b1f-8370da2fda8b","PELNAS (NUOSTOLIAI) PRIEŠ APMOKESTINIMĄ","2025-11-14","PELNO (NUOSTOLIŲ) ATASKAITA","Mažųjų bendrijų finansinių ataskaitų rinkinys"
"mb-juodas-vilkas-304453353","https://www.baldininkai.org/gamintojas/mb-juodas-vilkas-304453353/","MB ""Juodas vilkas""","MB ""Juodas vilkas""","304453353","2022-01-01","2022-12-31","2024-10-01","201666","-407","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","71ab5ad3-ef25-442f-902e-c140ad0f2f5b","cdf4a56c-4d37-4814-a9e5-2f9b016afb94","PARDAVIMO PAJAMOS","2024-10-01","a87332a1-a34f-4c74-a751-5b3a0e58032c","PELNAS (NUOSTOLIAI) PRIEŠ APMOKESTINIMĄ","2024-10-01","PELNO (NUOSTOLIŲ) ATASKAITA","Mažųjų bendrijų finansinių ataskaitų rinkinys"
"mb-juodas-vilkas-304453353","https://www.baldininkai.org/gamintojas/mb-juodas-vilkas-304453353/","MB ""Juodas vilkas""","MB ""Juodas vilkas""","304453353","2021-01-01","2021-12-31","2022-09-08","111823","-26164","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","71ab5ad3-ef25-442f-902e-c140ad0f2f5b","78ed823e-e4ec-49ab-ad49-a1337fe1ab21","PARDAVIMO PAJAMOS","2022-09-08","a4deeb2a-00ca-4908-b327-6c3406f089c9","PELNAS (NUOSTOLIAI) PRIEŠ APMOKESTINIMĄ","2022-09-08","PELNO (NUOSTOLIŲ) ATASKAITA","Mažų ir labai mažų įmonių, netaikančių išimčių, finansinių ataskaitų rinkinys"
"mb-juro-baldai-306656498","https://www.baldininkai.org/gamintojas/mb-juro-baldai-306656498/","MB Jūro baldai","MB Jūro baldai","306656498","2024-01-17","2024-12-31","2025-03-25","17310","","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","12c48546-4772-4edd-bbe3-d67d7150baf0","e52b17c0-1a8a-4668-97a5-7f61e80da690","PARDAVIMO PAJAMOS","2025-03-25","","","","PELNO (NUOSTOLIŲ) ATASKAITA (Neribotos civilinės atsakomybės juridinių asmenų ir mažųjų bendrijų)","Mažųjų bendrijų finansinių ataskaitų rinkinys"
"mb-justinas-304881425","https://www.baldininkai.org/gamintojas/mb-justinas-304881425/","MB ""Justinas""","MB ""Justinas""","304881425","2024-01-01","2024-12-31","2025-04-25","27778","","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","6b34d567-ddc0-459b-abbe-215dae1cbc9f","9454aeb4-f2d6-4b13-8284-c5e25f8164e9","PARDAVIMO PAJAMOS","2025-04-25","","","","PELNO (NUOSTOLIŲ) ATASKAITA (Neribotos civilinės atsakomybės juridinių asmenų ir mažųjų bendrijų)","Mažųjų bendrijų finansinių ataskaitų rinkinys"
"mb-justinas-304881425","https://www.baldininkai.org/gamintojas/mb-justinas-304881425/","MB ""Justinas""","MB ""Justinas""","304881425","2023-01-01","2023-12-31","2024-03-28","26679","","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","6b34d567-ddc0-459b-abbe-215dae1cbc9f","f3145479-4b67-46da-80be-e88f3acbcb05","PARDAVIMO PAJAMOS","2024-03-28","","","","PELNO (NUOSTOLIŲ) ATASKAITA (Neribotos civilinės atsakomybės juridinių asmenų ir mažųjų bendrijų)","Mažųjų bendrijų finansinių ataskaitų rinkinys"
"mb-justinas-304881425","https://www.baldininkai.org/gamintojas/mb-justinas-304881425/","MB ""Justinas""","MB ""Justinas""","304881425","2022-01-01","2022-12-31","2023-04-05","21939","","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","6b34d567-ddc0-459b-abbe-215dae1cbc9f","4667e13a-4cde-427e-abec-a034000ac8b1","PARDAVIMO PAJAMOS","2023-04-05","","","","PELNO (NUOSTOLIŲ) ATASKAITA (Neribotos civilinės atsakomybės juridinių asmenų ir mažųjų bendrijų)","Mažųjų bendrijų finansinių ataskaitų rinkinys"
"mb-justinas-304881425","https://www.baldininkai.org/gamintojas/mb-justinas-304881425/","MB ""Justinas""","MB ""Justinas""","304881425","2021-01-01","2021-12-31","2022-04-19","28047","","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","6b34d567-ddc0-459b-abbe-215dae1cbc9f","cb887de1-9e7d-4528-be3f-f58af103ac39","PARDAVIMO PAJAMOS","2022-04-19","","","","PELNO (NUOSTOLIŲ) ATASKAITA (Neribotos civilinės atsakomybės juridinių asmenų ir mažųjų bendrijų)","Mažųjų bendrijų finansinių ataskaitų rinkinys"
"mb-jusu-namu-komfortas-306684024","https://www.baldininkai.org/gamintojas/mb-jusu-namu-komfortas-306684024/","MB Jūsų namų komfortas","MB Jūsų namų komfortas","306684024","2024-02-19","2024-12-31","2025-02-10","10745","","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","aa6ffeb9-c485-4691-97ab-933020dc1547","f70fbba3-b176-4bea-bce5-6f9218e14d78","PARDAVIMO PAJAMOS","2025-02-10","","","","PELNO (NUOSTOLIŲ) ATASKAITA (Neribotos civilinės atsakomybės juridinių asmenų ir mažųjų bendrijų)","Mažųjų bendrijų finansinių ataskaitų rinkinys"
"mb-k-project-306021851","https://www.baldininkai.org/gamintojas/mb-k-project-306021851/","MB ""K project""","MB ""K project""","306021851","2024-01-01","2024-12-31","2025-04-29","106128","","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","735a9371-7b5b-40e9-9525-13314505bea7","eb0126c4-ec8a-4a0e-a50d-e43c8b6967e3","PARDAVIMO PAJAMOS","2025-04-29","","","","PELNO (NUOSTOLIŲ) ATASKAITA (Neribotos civilinės atsakomybės juridinių asmenų ir mažųjų bendrijų)","Mažųjų bendrijų finansinių ataskaitų rinkinys"
"mb-k-project-306021851","https://www.baldininkai.org/gamintojas/mb-k-project-306021851/","MB ""K project""","MB ""K project""","306021851","2023-01-01","2023-12-31","2024-05-10","100596","","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","735a9371-7b5b-40e9-9525-13314505bea7","58ac5e5f-2fe0-43c9-8e8d-9e227691cef3","PARDAVIMO PAJAMOS","2024-05-10","","","","PELNO (NUOSTOLIŲ) ATASKAITA (Neribotos civilinės atsakomybės juridinių asmenų ir mažųjų bendrijų)","Mažųjų bendrijų finansinių ataskaitų rinkinys"
"mb-k-project-306021851","https://www.baldininkai.org/gamintojas/mb-k-project-306021851/","MB ""K project""","MB ""K project""","306021851","2022-02-24","2022-12-31","2023-09-14","32420","","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","735a9371-7b5b-40e9-9525-13314505bea7","f310216d-811c-4ef1-a14e-fd04db0e9e65","PARDAVIMO PAJAMOS","2023-09-14","","","","PELNO (NUOSTOLIŲ) ATASKAITA (Neribotos civilinės atsakomybės juridinių asmenų ir mažųjų bendrijų)","Mažųjų bendrijų finansinių ataskaitų rinkinys"
"mb-kalk-vini-304975885","https://www.baldininkai.org/gamintojas/mb-kalk-vini-304975885/","MB ""Kalk vinį""","MB ""Kalk vinį""","304975885","2024-01-01","2024-12-31","2025-03-30","6097","","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","74bec7e3-0ec1-497d-a557-f69069941297","8729ee03-f1e3-4045-aecf-91cc16005077","PARDAVIMO PAJAMOS","2025-03-30","","","","PELNO (NUOSTOLIŲ) ATASKAITA (Neribotos civilinės atsakomybės juridinių asmenų ir mažųjų bendrijų)","Mažųjų bendrijų finansinių ataskaitų rinkinys"
