# Licence: Creative Commons Attribution 4.0 International (CC BY 4.0) - https://creativecommons.org/licenses/by/4.0/
# Attribution: Šaltinis: Baldininkai.org viešų šaltinių Lietuvos baldų gamintojų kandidatų katalogas, https://www.baldininkai.org/atviri-duomenys/, versija 2026-08-07
# Generated: 2026-08-07
# Version: 2026-08-07
# Source: Baldininkai.org - https://www.baldininkai.org - open data: https://www.baldininkai.org/atviri-duomenys/
# Records: 1420
# Official source: Juridinių asmenų registro (Registrų centro) finansinių ataskaitų duomenys Lietuvos atvirų duomenų portale - https://data.gov.lt/datasets/1484/ - API model: datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita
# Financial periods: 4652
"slug","profile_url","trading_name","legal_name","company_code","fiscal_period_start","fiscal_period_end","filing_registration_date","revenue_eur","profit_before_tax_eur","financial_source_url","financial_api_model_path","jar_entity_id","revenue_api_record_id","revenue_line_name","revenue_evidence_registration_date","profit_before_tax_api_record_id","profit_before_tax_line_name","profit_before_tax_evidence_registration_date","standard_names","template_names"
"mb-asvejos-baldai-305696340","https://www.baldininkai.org/gamintojas/mb-asvejos-baldai-305696340/","MB ""Asvejos baldai""","MB ""Asvejos baldai""","305696340","2022-01-01","2022-12-31","2024-12-02","59598","2851","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","17f6486b-4be5-476f-9d5b-f932d6783ae8","b8e6893b-8de3-4f84-aa5f-e4ebd3275ebd","PARDAVIMO PAJAMOS","2024-12-02","f3daad1e-fabd-4df1-abf4-6450826ebb97","PELNAS (NUOSTOLIAI) PRIEŠ APMOKESTINIMĄ","2024-12-02","PELNO (NUOSTOLIŲ) ATASKAITA","Mažųjų bendrijų finansinių ataskaitų rinkinys"
"mb-asvejos-baldai-305696340","https://www.baldininkai.org/gamintojas/mb-asvejos-baldai-305696340/","MB ""Asvejos baldai""","MB ""Asvejos baldai""","305696340","2021-02-08","2021-12-31","2022-07-23","92042","","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","17f6486b-4be5-476f-9d5b-f932d6783ae8","8611b713-a85f-430e-b5a2-e957502bed67","PARDAVIMO PAJAMOS","2022-07-23","","","","PELNO (NUOSTOLIŲ) ATASKAITA (Neribotos civilinės atsakomybės juridinių asmenų ir mažųjų bendrijų)","Mažųjų bendrijų finansinių ataskaitų rinkinys"
"mb-atejoma-306347879","https://www.baldininkai.org/gamintojas/mb-atejoma-306347879/","MB Atejoma","MB Atejoma","306347879","2024-01-01","2024-12-31","2025-04-15","1696","","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","a2246d16-9d92-4cf3-b0a9-704a5784c4d8","af43bb57-94a6-492e-87a9-b4daa179ddbd","PARDAVIMO PAJAMOS","2025-04-15","","","","PELNO (NUOSTOLIŲ) ATASKAITA (Neribotos civilinės atsakomybės juridinių asmenų ir mažųjų bendrijų)","Mažųjų bendrijų finansinių ataskaitų rinkinys"
"mb-atejoma-306347879","https://www.baldininkai.org/gamintojas/mb-atejoma-306347879/","MB Atejoma","MB Atejoma","306347879","2023-06-28","2023-12-31","2024-05-23","2771","","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","a2246d16-9d92-4cf3-b0a9-704a5784c4d8","ccdfbb45-b545-403f-861c-16cde01c768a","PARDAVIMO PAJAMOS","2024-05-23","","","","PELNO (NUOSTOLIŲ) ATASKAITA (Neribotos civilinės atsakomybės juridinių asmenų ir mažųjų bendrijų)","Mažųjų bendrijų finansinių ataskaitų rinkinys"
"mb-atskira-erdve-306994382","https://www.baldininkai.org/gamintojas/mb-atskira-erdve-306994382/","MB Atskira erdvė","MB Atskira erdvė","306994382","2024-09-18","2024-12-31","2025-06-09","14532","7181","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","d9eca10a-211e-42e6-af3f-080cb336a694","ed3d1c1b-60f4-40f7-9d35-c2050dd3d686","PARDAVIMO PAJAMOS","2025-06-09","aa444068-3590-4183-a5b0-ee0d884456fc","PELNAS (NUOSTOLIAI) PRIEŠ APMOKESTINIMĄ","2025-06-09","PELNO (NUOSTOLIŲ) ATASKAITA","Labai mažų įmonių, taikančių išimtis, finansinių ataskaitų rinkinys"
"mb-atspalvis-306058248","https://www.baldininkai.org/gamintojas/mb-atspalvis-306058248/","MB ""Atspalvis""","MB ""Atspalvis""","306058248","2024-01-01","2024-12-31","2025-03-10","49637","","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","a293d670-8528-41cb-837a-ecc3d4fc80e2","3f15bd77-67f0-4e94-ade0-67d4fb9b0c01","PARDAVIMO PAJAMOS","2025-03-10","","","","PELNO (NUOSTOLIŲ) ATASKAITA (Neribotos civilinės atsakomybės juridinių asmenų ir mažųjų bendrijų)","Mažųjų bendrijų finansinių ataskaitų rinkinys"
"mb-atspalvis-306058248","https://www.baldininkai.org/gamintojas/mb-atspalvis-306058248/","MB ""Atspalvis""","MB ""Atspalvis""","306058248","2023-01-01","2023-12-31","2024-01-30","44029","","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","a293d670-8528-41cb-837a-ecc3d4fc80e2","f8869454-2bb8-49db-a907-c6aeb251d8a4","PARDAVIMO PAJAMOS","2024-01-30","","","","PELNO (NUOSTOLIŲ) ATASKAITA (Neribotos civilinės atsakomybės juridinių asmenų ir mažųjų bendrijų)","Mažųjų bendrijų finansinių ataskaitų rinkinys"
"mb-atspalvis-306058248","https://www.baldininkai.org/gamintojas/mb-atspalvis-306058248/","MB ""Atspalvis""","MB ""Atspalvis""","306058248","2022-04-06","2022-12-31","2023-06-05","25751","","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","a293d670-8528-41cb-837a-ecc3d4fc80e2","a57049b7-3d45-4f37-9026-5314e85e2508","PARDAVIMO PAJAMOS","2023-06-05","","","","PELNO (NUOSTOLIŲ) ATASKAITA (Neribotos civilinės atsakomybės juridinių asmenų ir mažųjų bendrijų)","Mažųjų bendrijų finansinių ataskaitų rinkinys"
"mb-augerma-305063858","https://www.baldininkai.org/gamintojas/mb-augerma-305063858/","MB ""Augerma""","MB ""Augerma""","305063858","2024-01-01","2024-12-31","2025-04-02","149053","","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","6227ede6-4d65-470c-a0be-8d93f153d6b1","9634b788-d488-4121-8b1f-01d25d3d38f2","PARDAVIMO PAJAMOS","2025-04-02","","","","PELNO (NUOSTOLIŲ) ATASKAITA (Neribotos civilinės atsakomybės juridinių asmenų ir mažųjų bendrijų)","Mažųjų bendrijų finansinių ataskaitų rinkinys"
"mb-augerma-305063858","https://www.baldininkai.org/gamintojas/mb-augerma-305063858/","MB ""Augerma""","MB ""Augerma""","305063858","2023-01-01","2023-12-31","2024-06-19","83240","","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","6227ede6-4d65-470c-a0be-8d93f153d6b1","b6d8f89f-0df1-44e7-8fe0-04a373d8105f","PARDAVIMO PAJAMOS","2024-06-19","","","","PELNO (NUOSTOLIŲ) ATASKAITA (Neribotos civilinės atsakomybės juridinių asmenų ir mažųjų bendrijų)","Mažųjų bendrijų finansinių ataskaitų rinkinys"
"mb-augerma-305063858","https://www.baldininkai.org/gamintojas/mb-augerma-305063858/","MB ""Augerma""","MB ""Augerma""","305063858","2022-01-01","2022-12-31","2023-07-07","86536","","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","6227ede6-4d65-470c-a0be-8d93f153d6b1","ed1e13ec-57cf-4f90-877f-ab375b0d7177","PARDAVIMO PAJAMOS","2023-07-07","","","","PELNO (NUOSTOLIŲ) ATASKAITA (Neribotos civilinės atsakomybės juridinių asmenų ir mažųjų bendrijų)","Mažųjų bendrijų finansinių ataskaitų rinkinys"
"mb-augerma-305063858","https://www.baldininkai.org/gamintojas/mb-augerma-305063858/","MB ""Augerma""","MB ""Augerma""","305063858","2021-01-01","2021-12-31","2022-10-27","58237","","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","6227ede6-4d65-470c-a0be-8d93f153d6b1","2c43d528-f29f-49bc-ae70-4457781e5cb6","PARDAVIMO PAJAMOS","2022-10-27","","","","PELNO (NUOSTOLIŲ) ATASKAITA (Neribotos civilinės atsakomybės juridinių asmenų ir mažųjų bendrijų)","Mažųjų bendrijų finansinių ataskaitų rinkinys"
"mb-avalo-lt-305566037","https://www.baldininkai.org/gamintojas/mb-avalo-lt-305566037/","MB ""Avalo LT""","MB ""Avalo LT""","305566037","2025-01-01","2025-12-31","2026-02-27","239840","","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","3da86e98-ea8f-4522-b999-13036feb9011","06c907b2-4cf5-4ef9-9e0f-9395c3562a4d","PARDAVIMO PAJAMOS","2026-02-27","","","","PELNO (NUOSTOLIŲ) ATASKAITA (Neribotos civilinės atsakomybės juridinių asmenų ir mažųjų bendrijų)","Mažųjų bendrijų finansinių ataskaitų rinkinys"
"mb-avalo-lt-305566037","https://www.baldininkai.org/gamintojas/mb-avalo-lt-305566037/","MB ""Avalo LT""","MB ""Avalo LT""","305566037","2024-01-01","2024-12-31","2025-03-19","180116","","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","3da86e98-ea8f-4522-b999-13036feb9011","c529cf1b-2a3e-49ec-b44c-5c447cbf4bee","PARDAVIMO PAJAMOS","2025-03-19","","","","PELNO (NUOSTOLIŲ) ATASKAITA (Neribotos civilinės atsakomybės juridinių asmenų ir mažųjų bendrijų)","Mažųjų bendrijų finansinių ataskaitų rinkinys"
"mb-avalo-lt-305566037","https://www.baldininkai.org/gamintojas/mb-avalo-lt-305566037/","MB ""Avalo LT""","MB ""Avalo LT""","305566037","2023-01-01","2023-12-31","2024-02-29","208272","","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","3da86e98-ea8f-4522-b999-13036feb9011","e8e537c9-56bd-4411-8870-efa61755d781","PARDAVIMO PAJAMOS","2024-02-29","","","","PELNO (NUOSTOLIŲ) ATASKAITA (Neribotos civilinės atsakomybės juridinių asmenų ir mažųjų bendrijų)","Mažųjų bendrijų finansinių ataskaitų rinkinys"
"mb-avalo-lt-305566037","https://www.baldininkai.org/gamintojas/mb-avalo-lt-305566037/","MB ""Avalo LT""","MB ""Avalo LT""","305566037","2022-01-01","2022-12-31","2023-03-22","159492","","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","3da86e98-ea8f-4522-b999-13036feb9011","cbc8cf6b-a260-41fa-bbde-fdbf8aad618a","PARDAVIMO PAJAMOS","2023-03-22","","","","PELNO (NUOSTOLIŲ) ATASKAITA (Neribotos civilinės atsakomybės juridinių asmenų ir mažųjų bendrijų)","Mažųjų bendrijų finansinių ataskaitų rinkinys"
"mb-avg-projektas-305442477","https://www.baldininkai.org/gamintojas/mb-avg-projektas-305442477/","MB ""AVG projektas""","MB ""AVG projektas""","305442477","2024-01-01","2024-12-31","2025-03-27","29015","","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","890a8023-df96-4cd4-b728-8fc291d23d4d","e04c1f84-d7fc-422a-ab7b-15461d118748","PARDAVIMO PAJAMOS","2025-03-27","","","","PELNO (NUOSTOLIŲ) ATASKAITA (Neribotos civilinės atsakomybės juridinių asmenų ir mažųjų bendrijų)","Mažųjų bendrijų finansinių ataskaitų rinkinys"
"mb-avg-projektas-305442477","https://www.baldininkai.org/gamintojas/mb-avg-projektas-305442477/","MB ""AVG projektas""","MB ""AVG projektas""","305442477","2022-01-01","2022-12-31","2023-02-19","3000","","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","890a8023-df96-4cd4-b728-8fc291d23d4d","c736f612-2ccd-411f-9925-c2a2c356299e","PARDAVIMO PAJAMOS","2023-02-19","","","","PELNO (NUOSTOLIŲ) ATASKAITA (Neribotos civilinės atsakomybės juridinių asmenų ir mažųjų bendrijų)","Mažųjų bendrijų finansinių ataskaitų rinkinys"
"mb-avg-projektas-305442477","https://www.baldininkai.org/gamintojas/mb-avg-projektas-305442477/","MB ""AVG projektas""","MB ""AVG projektas""","305442477","2021-01-01","2021-12-31","2022-02-10","36061","","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","890a8023-df96-4cd4-b728-8fc291d23d4d","987cdd2d-a30b-4e89-b009-63cafbe60086","PARDAVIMO PAJAMOS","2022-02-10","","","","PELNO (NUOSTOLIŲ) ATASKAITA (Neribotos civilinės atsakomybės juridinių asmenų ir mažųjų bendrijų)","Mažųjų bendrijų finansinių ataskaitų rinkinys"
"mb-avg-projektas-305442477","https://www.baldininkai.org/gamintojas/mb-avg-projektas-305442477/","MB ""AVG projektas""","MB ""AVG projektas""","305442477","2020-01-28","2020-12-31","2021-03-22","12446","","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","890a8023-df96-4cd4-b728-8fc291d23d4d","b721ecb0-5770-4e1b-a855-f3b2cfb7528b","PARDAVIMO PAJAMOS","2021-03-22","","","","PELNO (NUOSTOLIŲ) ATASKAITA (Neribotos civilinės atsakomybės juridinių asmenų ir mažųjų bendrijų)","Mažųjų bendrijų finansinių ataskaitų rinkinys"
"mb-azuolo-studija-307029527","https://www.baldininkai.org/gamintojas/mb-azuolo-studija-307029527/","MB ""Ąžuolo studija""","MB ""Ąžuolo studija""","307029527","2025-01-01","2025-12-31","2026-01-29","109101","284","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","144a4eb1-3fe5-40cb-a28d-58c39080fa48","8bde6641-f7f6-4a21-a58b-4bf2e44d62b7","PARDAVIMO PAJAMOS","2026-01-29","f934201f-2fed-402e-8040-845f4ba93309","PELNAS (NUOSTOLIAI) PRIEŠ APMOKESTINIMĄ","2026-01-29","PELNO (NUOSTOLIŲ) ATASKAITA","Mažųjų bendrijų finansinių ataskaitų rinkinys"
"mb-azuolo-studija-307029527","https://www.baldininkai.org/gamintojas/mb-azuolo-studija-307029527/","MB ""Ąžuolo studija""","MB ""Ąžuolo studija""","307029527","2024-11-18","2024-12-31","2025-04-07","5280","3449","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","144a4eb1-3fe5-40cb-a28d-58c39080fa48","528e94e3-9344-463a-aa63-626711fc6b40","PARDAVIMO PAJAMOS","2025-04-07","e888d0c7-b8b4-4e0a-b856-9cb472391876","PELNAS (NUOSTOLIAI) PRIEŠ APMOKESTINIMĄ","2025-04-07","PELNO (NUOSTOLIŲ) ATASKAITA","Mažųjų bendrijų finansinių ataskaitų rinkinys"
"mb-babadis-305278437","https://www.baldininkai.org/gamintojas/mb-babadis-305278437/","MB ""Babadis""","MB ""Babadis""","305278437","2024-01-01","2024-12-31","2025-04-24","21106","","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","0774d8fc-ba52-4a9b-aacb-94aacd5665d6","4c7ddc07-e214-4eb3-b140-090c9dc37963","PARDAVIMO PAJAMOS","2025-04-24","","","","PELNO (NUOSTOLIŲ) ATASKAITA (Neribotos civilinės atsakomybės juridinių asmenų ir mažųjų bendrijų)","Mažųjų bendrijų finansinių ataskaitų rinkinys"
"mb-babadis-305278437","https://www.baldininkai.org/gamintojas/mb-babadis-305278437/","MB ""Babadis""","MB ""Babadis""","305278437","2023-01-01","2023-12-31","2024-03-30","15021","","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","0774d8fc-ba52-4a9b-aacb-94aacd5665d6","f7abf743-f3f3-4e41-981a-165787b1e109","PARDAVIMO PAJAMOS","2024-03-30","","","","PELNO (NUOSTOLIŲ) ATASKAITA (Neribotos civilinės atsakomybės juridinių asmenų ir mažųjų bendrijų)","Mažųjų bendrijų finansinių ataskaitų rinkinys"
"mb-babadis-305278437","https://www.baldininkai.org/gamintojas/mb-babadis-305278437/","MB ""Babadis""","MB ""Babadis""","305278437","2022-01-01","2022-12-31","2023-05-27","18039","","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","0774d8fc-ba52-4a9b-aacb-94aacd5665d6","d3c48c71-fbbc-4bc8-aa42-764149b8a89d","PARDAVIMO PAJAMOS","2023-05-27","","","","PELNO (NUOSTOLIŲ) ATASKAITA (Neribotos civilinės atsakomybės juridinių asmenų ir mažųjų bendrijų)","Mažųjų bendrijų finansinių ataskaitų rinkinys"
"mb-babadis-305278437","https://www.baldininkai.org/gamintojas/mb-babadis-305278437/","MB ""Babadis""","MB ""Babadis""","305278437","2021-01-01","2021-12-31","2022-06-11","14720","","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","0774d8fc-ba52-4a9b-aacb-94aacd5665d6","f49570b2-7963-412b-af08-3643a3e6d714","PARDAVIMO PAJAMOS","2022-06-11","","","","PELNO (NUOSTOLIŲ) ATASKAITA (Neribotos civilinės atsakomybės juridinių asmenų ir mažųjų bendrijų)","Mažųjų bendrijų finansinių ataskaitų rinkinys"
"mb-balciuno-medis-254704540","https://www.baldininkai.org/gamintojas/mb-balciuno-medis-254704540/","MB ""Balčiūno medis""","MB ""Balčiūno medis""","254704540","2024-01-01","2024-12-31","2025-04-14","44040","","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","199c248d-817e-444b-b835-68b4d376b32e","7d45731a-f827-4123-85a8-837401f3cc75","PARDAVIMO PAJAMOS","2025-04-14","","","","PELNO (NUOSTOLIŲ) ATASKAITA (Neribotos civilinės atsakomybės juridinių asmenų ir mažųjų bendrijų)","Mažųjų bendrijų finansinių ataskaitų rinkinys"
"mb-balciuno-medis-254704540","https://www.baldininkai.org/gamintojas/mb-balciuno-medis-254704540/","MB ""Balčiūno medis""","MB ""Balčiūno medis""","254704540","2023-01-01","2023-12-31","2024-03-07","42760","","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","199c248d-817e-444b-b835-68b4d376b32e","c419d5ce-af05-41f7-9eed-8ed20de1b23a","PARDAVIMO PAJAMOS","2024-03-07","","","","PELNO (NUOSTOLIŲ) ATASKAITA (Neribotos civilinės atsakomybės juridinių asmenų ir mažųjų bendrijų)","Mažųjų bendrijų finansinių ataskaitų rinkinys"
"mb-balciuno-medis-254704540","https://www.baldininkai.org/gamintojas/mb-balciuno-medis-254704540/","MB ""Balčiūno medis""","MB ""Balčiūno medis""","254704540","2022-01-01","2022-12-31","2023-02-17","42370","","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","199c248d-817e-444b-b835-68b4d376b32e","ae34fd76-e0ec-4e0b-a1cd-88a83c73420d","PARDAVIMO PAJAMOS","2023-02-17","","","","PELNO (NUOSTOLIŲ) ATASKAITA (Neribotos civilinės atsakomybės juridinių asmenų ir mažųjų bendrijų)","Mažųjų bendrijų finansinių ataskaitų rinkinys"
"mb-balciuno-medis-254704540","https://www.baldininkai.org/gamintojas/mb-balciuno-medis-254704540/","MB ""Balčiūno medis""","MB ""Balčiūno medis""","254704540","2021-01-01","2021-12-31","2022-02-09","34365","","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","199c248d-817e-444b-b835-68b4d376b32e","c5e311d3-42b5-4b67-ada1-736aabfaac52","PARDAVIMO PAJAMOS","2022-02-09","","","","PELNO (NUOSTOLIŲ) ATASKAITA (Neribotos civilinės atsakomybės juridinių asmenų ir mažųjų bendrijų)","Mažųjų bendrijų finansinių ataskaitų rinkinys"
"mb-baldai222-305743174","https://www.baldininkai.org/gamintojas/mb-baldai222-305743174/","MB ""Baldai222""","MB ""Baldai222""","305743174","2024-01-01","2024-12-31","2025-05-28","189122","","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","7867891b-87b9-4cb8-be08-c50b5f4a4da4","d33125a4-2db6-45f9-83f7-2ddb7370ac8c","PARDAVIMO PAJAMOS","2025-05-28","","","","PELNO (NUOSTOLIŲ) ATASKAITA (Neribotos civilinės atsakomybės juridinių asmenų ir mažųjų bendrijų)","Mažųjų bendrijų finansinių ataskaitų rinkinys"
"mb-baldai222-305743174","https://www.baldininkai.org/gamintojas/mb-baldai222-305743174/","MB ""Baldai222""","MB ""Baldai222""","305743174","2023-01-01","2023-12-31","2024-04-29","149710","","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","7867891b-87b9-4cb8-be08-c50b5f4a4da4","ad610ea2-0d92-4d7c-8d7f-9c4364998eac","PARDAVIMO PAJAMOS","2024-04-29","","","","PELNO (NUOSTOLIŲ) ATASKAITA (Neribotos civilinės atsakomybės juridinių asmenų ir mažųjų bendrijų)","Mažųjų bendrijų finansinių ataskaitų rinkinys"
"mb-baldai222-305743174","https://www.baldininkai.org/gamintojas/mb-baldai222-305743174/","MB ""Baldai222""","MB ""Baldai222""","305743174","2022-01-01","2022-12-31","2023-04-24","133432","","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","7867891b-87b9-4cb8-be08-c50b5f4a4da4","b26222b3-a399-494c-be57-f2cd7809e4b3","PARDAVIMO PAJAMOS","2023-04-24","","","","PELNO (NUOSTOLIŲ) ATASKAITA (Neribotos civilinės atsakomybės juridinių asmenų ir mažųjų bendrijų)","Mažųjų bendrijų finansinių ataskaitų rinkinys"
"mb-baldai222-305743174","https://www.baldininkai.org/gamintojas/mb-baldai222-305743174/","MB ""Baldai222""","MB ""Baldai222""","305743174","2021-04-27","2021-12-31","2022-04-01","61179","","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","7867891b-87b9-4cb8-be08-c50b5f4a4da4","6ef8582f-506c-4971-904e-2440efbe929b","PARDAVIMO PAJAMOS","2022-04-01","","","","PELNO (NUOSTOLIŲ) ATASKAITA (Neribotos civilinės atsakomybės juridinių asmenų ir mažųjų bendrijų)","Mažųjų bendrijų finansinių ataskaitų rinkinys"
"mb-baldastika-305940691","https://www.baldininkai.org/gamintojas/mb-baldastika-305940691/","MB Baldastika","MB Baldastika","305940691","2024-01-01","2024-12-31","2025-03-22","29900","","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","eb44f78f-a862-406e-8321-5b0bbd6c5625","9a1a0997-449f-4a9f-8926-350ed9d8923c","PARDAVIMO PAJAMOS","2025-03-22","","","","PELNO (NUOSTOLIŲ) ATASKAITA (Neribotos civilinės atsakomybės juridinių asmenų ir mažųjų bendrijų)","Mažųjų bendrijų finansinių ataskaitų rinkinys"
"mb-baldastika-305940691","https://www.baldininkai.org/gamintojas/mb-baldastika-305940691/","MB Baldastika","MB Baldastika","305940691","2023-01-01","2023-12-31","2024-03-10","16300","","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","eb44f78f-a862-406e-8321-5b0bbd6c5625","637a9a6a-293f-4ef9-88ee-ebe8d1ae55bd","PARDAVIMO PAJAMOS","2024-03-10","","","","PELNO (NUOSTOLIŲ) ATASKAITA (Neribotos civilinės atsakomybės juridinių asmenų ir mažųjų bendrijų)","Mažųjų bendrijų finansinių ataskaitų rinkinys"
"mb-baldeila-306962420","https://www.baldininkai.org/gamintojas/mb-baldeila-306962420/","MB Baldeila","MB Baldeila","306962420","2025-01-01","2025-12-31","2026-02-05","82130","","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","54bee4e7-4a83-499c-bcaf-4fd2cf14a58a","7364740f-e084-49e8-a8f3-cd3ad7eca81f","PARDAVIMO PAJAMOS","2026-02-05","","","","PELNO (NUOSTOLIŲ) ATASKAITA (Neribotos civilinės atsakomybės juridinių asmenų ir mažųjų bendrijų)","Mažųjų bendrijų finansinių ataskaitų rinkinys"
"mb-baldeila-306962420","https://www.baldininkai.org/gamintojas/mb-baldeila-306962420/","MB Baldeila","MB Baldeila","306962420","2024-07-26","2024-12-31","2025-04-06","19514","","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","54bee4e7-4a83-499c-bcaf-4fd2cf14a58a","f06b5df4-ef17-4343-a48d-9ea2f962a488","PARDAVIMO PAJAMOS","2025-04-06","","","","PELNO (NUOSTOLIŲ) ATASKAITA (Neribotos civilinės atsakomybės juridinių asmenų ir mažųjų bendrijų)","Mažųjų bendrijų finansinių ataskaitų rinkinys"
